"loan_id","client_id","start_date","loan_amount","due_date","loan_status","scoring_score"
352511,39490,2022-07-04,35000,2022-08-03,5,446.54
379848,39490,2022-10-31,35000,2022-12-30,5,392.63
394283,39490,2022-12-27,40000,2023-01-26,5,491.58
402131,39490,2023-01-31,35000,2023-03-02,5,442.59
416197,39490,2023-03-30,40000,2023-06-28,5,499.16
457991,39490,2023-09-28,30000,2023-10-28,5,499.16
463805,39492,2023-10-24,20000,2023-11-23,4,598.16
423235,39495,2023-04-29,10000,2023-05-29,5,655.53
352561,39509,2022-07-04,30000,2022-08-03,5,463.64
359113,39509,2022-08-02,35000,2022-09-01,5,492.12
365896,39509,2022-09-01,35000,2022-11-04,5,463.64
371450,39525,2022-09-26,10000,2022-10-26,5,388.81
442348,39527,2023-07-22,30000,2023-09-20,5,298.17
423019,39530,2023-04-28,10000,2023-05-28,5,528.54
415925,39531,2023-03-29,15000,2023-04-28,5,619.28
364646,39533,2022-08-26,30000,2022-09-25,5,538.69
385793,39533,2022-11-24,30000,2022-12-24,5,474.04
378817,39540,2022-10-26,30000,2022-11-25,5,296.71
464985,39563,2023-10-29,10000,2023-11-28,4,517.64
366212,39566,2022-09-02,30000,2022-11-04,5,320.25
454783,39569,2023-09-15,40000,2023-10-15,5,471.23
356708,39582,2022-07-22,20000,2022-09-20,5,587.07
396317,39582,2023-01-06,50000,2023-02-05,5,587.07
409775,39582,2023-03-04,30000,2023-04-03,5,587.07
403774,39594,2023-02-07,30000,2023-03-09,5,650.90
397388,39630,2023-01-11,50000,2023-02-10,5,524.14
384780,39633,2022-11-21,20000,2023-01-20,5,525.02
452928,39633,2023-09-07,30000,2023-11-06,4,633.50
453779,39643,2023-09-11,40000,2023-10-11,4,487.70
384766,39649,2022-11-21,10000,2023-03-22,5,652.63
410197,39649,2023-03-06,15000,2023-05-05,5,685.19
359008,39654,2022-08-02,50000,2022-09-01,5,431.72
398289,39670,2023-01-16,50000,2023-02-15,5,541.97
406199,39670,2023-02-17,60000,2023-03-19,5,411.96
421910,39670,2023-04-24,45000,2023-05-24,5,438.70
428510,39670,2023-05-23,30000,2023-06-22,5,524.38
435763,39670,2023-06-23,16000,2023-07-23,5,489.82
441682,39670,2023-07-20,14000,2023-08-19,5,486.02
448033,39670,2023-08-16,70000,2023-09-15,5,486.02
450893,39670,2023-08-29,25000,2023-10-28,5,486.02
435329,39708,2023-06-21,50000,2023-10-20,5,424.92
368159,39737,2022-09-12,70000,2023-01-14,5,587.07
415551,39737,2023-03-28,80000,2023-06-26,5,587.07
445398,39737,2023-08-04,80000,2023-09-03,5,587.07
453458,39737,2023-09-09,80000,2023-10-09,5,587.07
368871,39738,2022-09-14,50000,2022-10-14,5,292.31
454013,39738,2023-09-12,60000,2023-11-11,4,416.05
353434,39742,2022-07-08,40000,2022-08-07,5,539.87
415195,39750,2023-03-27,30000,2023-04-26,5,514.69
389420,39765,2022-12-09,35000,2023-04-12,5,342.42
443877,39774,2023-07-28,50000,2023-09-26,5,677.56
353222,39778,2022-07-07,50000,2022-08-06,5,511.09
359068,39778,2022-08-02,60000,2022-09-01,5,448.05
363620,39808,2022-08-23,60000,2022-09-22,5,491.47
376470,39808,2022-10-17,30000,2022-11-16,5,491.47
357962,39813,2022-07-28,15000,2022-09-28,5,497.52
376923,39813,2022-10-18,20000,2023-02-17,5,462.96
457351,39813,2023-09-26,20000,2023-11-26,4,414.83
381878,39814,2022-11-08,40000,2023-02-06,5,517.73
459129,39818,2023-10-03,60000,2023-11-02,5,536.29
418221,39819,2023-04-08,70000,2023-06-07,5,395.61
433243,39824,2023-06-12,10000,2023-07-12,5,728.11
439721,39824,2023-07-12,20000,2023-08-11,5,517.69
449012,39824,2023-08-21,10000,2023-09-20,5,620.43
383171,39870,2022-11-14,30000,2022-12-14,5,478.77
430564,39870,2023-05-31,42500,2023-06-30,5,589.02
434045,39874,2023-06-15,20000,2023-07-15,5,359.99
444942,39874,2023-08-02,25000,2023-10-31,4,369.93
407595,39883,2023-02-23,40000,2023-04-24,4,466.20
393005,39922,2022-12-22,30000,2023-04-21,5,348.57
420867,39922,2023-04-19,40000,2023-07-18,5,419.31
442350,39922,2023-07-22,50000,2023-11-24,4,251.50
373453,39933,2022-10-03,50000,2022-11-02,5,514.72
384306,39933,2022-11-18,20000,2022-12-18,5,514.72
387548,39933,2022-12-01,25000,2022-12-31,5,514.72
397153,39933,2023-01-10,20000,2023-02-09,5,514.72
412685,39933,2023-03-16,50000,2023-04-15,5,514.72
447813,39933,2023-08-15,50000,2023-09-14,5,554.51
454160,39949,2023-09-12,20000,2023-10-12,5,490.99
459116,39951,2023-10-03,10000,2023-11-02,4,519.35
435365,39952,2023-06-21,10000,2023-09-20,5,627.89
400443,39955,2023-01-24,15000,2023-02-23,5,291.93
403714,39955,2023-02-07,20000,2023-03-09,5,429.01
409893,39955,2023-03-05,25000,2023-04-04,5,393.30
418147,39955,2023-04-08,40000,2023-05-08,4,384.99
418175,39961,2023-04-08,20000,2023-06-07,5,291.93
357846,39963,2022-07-27,50000,2022-08-26,5,557.78
366918,39963,2022-09-06,5000,2022-10-06,5,429.81
356415,39995,2022-07-21,5000,2022-08-20,5,519.35
370373,39995,2022-09-20,10000,2022-10-20,5,630.34
390564,39999,2022-12-14,20000,2023-01-13,5,538.69
421183,39999,2023-04-20,15000,2023-05-20,5,538.69
384203,40041,2022-11-18,35000,2023-01-19,5,594.42
399758,40041,2023-01-21,35000,2023-03-22,5,559.86
414402,40041,2023-03-23,40000,2023-07-23,5,585.06
458618,40041,2023-10-02,60000,2023-12-02,4,570.63
392255,40070,2022-12-20,30000,2023-01-19,5,378.92
354127,40076,2022-07-12,4000,2022-08-11,5,787.01
377845,40076,2022-10-22,4000,2022-11-21,5,719.89
391420,40076,2022-12-17,5000,2023-02-15,5,719.89
411128,40076,2023-03-10,5000,2023-04-09,5,787.01
439823,40076,2023-07-12,10000,2023-09-10,5,800.59
454563,40076,2023-09-14,4000,2023-10-14,5,800.59
459961,40076,2023-10-07,10000,2023-11-06,4,800.59
355431,40080,2022-07-18,30000,2022-08-17,5,662.03
409530,40083,2023-03-03,30000,2023-06-04,5,486.50
444118,40083,2023-07-29,60000,2023-08-28,5,486.50
455520,40083,2023-09-18,70000,2023-10-18,4,431.74
400719,40088,2023-01-25,10000,2023-02-24,5,644.02
403606,40088,2023-02-07,20000,2023-06-07,5,644.02
435740,40088,2023-06-23,10000,2023-07-23,5,584.94
436633,40088,2023-06-27,50000,2023-08-26,5,584.94
451276,40088,2023-08-30,60000,2023-09-29,5,560.08
386573,40092,2022-11-28,30000,2022-12-28,5,608.35
396905,40092,2023-01-10,10000,2023-02-09,5,601.59
435858,40105,2023-06-23,60000,2023-08-24,5,275.84
399188,40125,2023-01-19,10000,2023-02-18,5,404.34
355363,40133,2022-07-18,50000,2022-10-16,5,287.84
361284,40162,2022-08-12,50000,2022-12-09,4,254.96
353565,40179,2022-07-08,60000,2022-08-07,5,554.51
373105,40179,2022-10-01,70000,2022-11-30,5,491.47
387109,40179,2022-11-30,70000,2022-12-30,5,519.95
413724,40183,2023-03-21,50000,2023-04-20,5,558.30
387711,40207,2022-12-01,30000,2023-05-05,4,458.12
364763,40213,2022-08-27,50000,2022-10-26,5,529.82
389296,40213,2022-12-08,30000,2023-03-11,5,513.83
417602,40213,2023-04-05,30000,2023-08-13,5,513.83
447424,40213,2023-08-14,20000,2023-11-18,4,546.39
412340,40241,2023-03-15,5000,2023-05-14,5,526.70
357751,40246,2022-07-27,43000,2022-09-25,5,550.53
379699,40266,2022-10-29,35000,2022-11-28,5,389.63
357872,40304,2022-07-28,30000,2022-09-26,5,800.57
420683,40309,2023-04-19,20000,2023-06-18,5,295.27
372924,40345,2022-10-01,50000,2022-10-31,5,584.52
380365,40345,2022-11-01,60000,2023-01-30,5,471.46
405721,40346,2023-02-16,10000,2023-05-18,5,492.46
411676,40364,2023-03-13,42000,2023-04-12,5,305.68
362547,40365,2022-08-18,60000,2022-09-17,5,550.70
381941,40365,2022-11-09,10000,2022-12-09,5,594.03
388905,40365,2022-12-07,20000,2023-02-05,5,594.03
419783,40365,2023-04-15,50000,2023-06-14,5,549.32
447136,40365,2023-08-12,20000,2023-09-11,5,549.32
458569,40365,2023-10-02,20000,2023-11-01,5,577.80
377267,40417,2022-10-20,60000,2023-01-18,5,511.09
387770,40428,2022-12-01,20000,2023-03-31,5,453.68
448761,40428,2023-08-19,35000,2023-09-18,5,327.69
455775,40428,2023-09-19,50000,2023-11-19,4,450.79
369398,40440,2022-09-16,60000,2023-01-15,5,393.75
434265,40456,2023-06-16,10000,2023-07-16,5,278.82
352379,40465,2022-07-03,40000,2022-08-02,5,603.17
358646,40465,2022-07-31,35000,2022-08-30,5,507.57
383508,40472,2022-11-15,40000,2022-12-15,5,460.82
390616,40481,2022-12-14,50000,2023-01-13,5,432.60
357970,40482,2022-07-28,20000,2022-11-27,5,534.30
363234,40483,2022-08-22,10000,2022-12-21,5,634.66
398087,40483,2023-01-14,10000,2023-05-14,5,701.78
427428,40483,2023-05-18,5000,2023-08-17,5,669.22
451848,40483,2023-09-01,10000,2023-12-01,4,634.66
385075,40485,2022-11-22,45000,2022-12-22,5,427.00
389231,40485,2022-12-08,50000,2023-01-07,5,455.48
432839,40485,2023-06-10,50000,2023-07-10,5,455.48
398612,40490,2023-01-17,50000,2023-02-16,5,552.20
427943,40501,2023-05-20,60000,2023-07-23,5,495.63
355278,40508,2022-07-17,40000,2022-08-16,5,308.08
365595,40516,2022-08-31,45000,2022-09-30,5,465.73
372608,40516,2022-09-30,55000,2022-10-30,5,502.42
384180,40516,2022-11-18,50000,2022-12-18,5,467.86
391650,40516,2022-12-18,65000,2023-01-17,5,495.95
398656,40516,2023-01-17,70000,2023-02-16,5,495.95
405681,40516,2023-02-16,70000,2023-04-17,5,524.43
407378,40526,2023-02-22,5000,2023-03-24,5,686.21
441195,40535,2023-07-18,20000,2023-08-17,5,365.58
453042,40535,2023-09-07,10000,2023-10-07,5,463.78
413347,40550,2023-03-20,50000,2023-04-19,5,547.37
382977,40558,2022-11-13,70000,2022-12-13,5,506.37
399861,40558,2023-01-22,80000,2023-02-21,5,506.37
443954,40558,2023-07-28,80000,2023-09-26,5,587.07
400004,40585,2023-01-23,30000,2023-02-22,5,568.87
413193,40610,2023-03-18,20000,2023-04-17,5,518.60
458424,40610,2023-09-30,35000,2023-10-30,5,559.39
404879,40612,2023-02-13,55000,2023-03-15,5,276.70
417391,40612,2023-04-04,50000,2023-05-04,5,275.84
424554,40612,2023-05-05,50000,2023-06-04,4,275.84
365981,40624,2022-09-01,10000,2022-10-01,5,610.14
376296,40624,2022-10-16,10000,2022-11-15,5,674.61
378274,40624,2022-10-24,10000,2022-11-23,5,674.61
381564,40624,2022-11-07,10000,2023-01-06,5,674.61
394933,40624,2022-12-29,20000,2023-02-27,5,640.05
407949,40624,2023-02-24,15000,2023-03-26,5,640.05
419656,40624,2023-04-14,40000,2023-06-13,5,640.05
431879,40624,2023-06-06,20000,2023-08-05,5,693.59
445733,40624,2023-08-05,25000,2023-11-03,5,693.59
356888,40625,2022-07-23,20000,2022-09-21,4,428.09
377445,40637,2022-10-20,50000,2023-02-17,5,455.48
411427,40637,2023-03-11,40000,2023-06-11,5,455.48
358631,40662,2022-08-02,45000,2022-10-02,5,350.25
415605,40675,2023-03-28,50000,2023-04-27,5,559.06
426439,40675,2023-05-15,50000,2023-06-14,5,424.27
358368,40699,2022-07-29,10000,2022-08-28,5,538.69
409119,40734,2023-03-01,45000,2023-03-31,5,486.94
411366,40734,2023-03-11,45000,2023-04-10,5,437.95
402518,40738,2023-02-02,20000,2023-03-04,5,288.21
414450,40738,2023-03-24,30000,2023-04-23,5,476.57
439296,40739,2023-07-10,20000,2023-09-08,5,598.16
458831,40739,2023-10-02,20000,2023-11-01,5,709.15
465260,40739,2023-10-30,20000,2023-11-29,4,702.73
356688,40815,2022-07-22,10000,2022-08-21,5,412.09
404674,40815,2023-02-11,30000,2023-06-09,5,453.38
433001,40815,2023-06-12,42500,2023-09-10,4,316.49
432424,40820,2023-06-08,60000,2023-09-06,5,559.24
451590,40820,2023-08-31,70000,2023-10-30,5,549.32
464008,40820,2023-10-25,80000,2023-11-24,4,577.80
378679,40823,2022-10-25,70000,2023-03-06,5,373.13
416513,40823,2023-04-01,60000,2023-05-01,5,365.84
463907,40823,2023-10-24,70000,2023-11-23,4,440.25
360853,40857,2022-08-10,60000,2022-11-08,5,298.72
411283,40857,2023-03-11,50000,2023-05-10,5,482.81
461425,40857,2023-10-14,40000,2023-11-13,4,522.60
364400,40886,2022-08-25,70000,2022-09-24,5,522.60
375273,40886,2022-10-11,80000,2022-11-10,5,482.81
385141,40886,2022-11-22,70000,2023-02-24,5,387.21
409566,40886,2023-03-03,60000,2023-05-05,5,482.81
425600,40886,2023-05-10,34000,2023-09-14,5,482.81
463158,40886,2023-10-21,20000,2023-11-20,4,482.81
382838,40934,2022-11-12,30000,2022-12-12,5,556.58
388763,40934,2022-12-06,70000,2023-01-05,5,585.06
395954,40934,2023-01-05,60000,2023-04-05,5,502.93
454135,40934,2023-09-12,30000,2023-10-12,5,598.53
363184,40938,2022-08-21,40000,2022-09-20,5,538.20
369411,40938,2022-09-16,70000,2022-10-16,5,538.20
376208,40938,2022-10-15,80000,2022-11-14,5,413.26
384027,40944,2022-11-17,30000,2023-01-18,5,532.77
453486,40961,2023-09-09,50000,2023-11-10,4,728.11
375863,40965,2022-10-14,60000,2022-12-13,5,547.42
448743,40965,2023-08-19,20000,2023-11-20,4,591.38
367072,40973,2022-09-07,20000,2022-10-07,5,470.15
389876,40973,2022-12-12,20000,2023-01-11,5,589.58
459623,40974,2023-10-05,13000,2023-11-04,4,681.22
435346,40982,2023-06-21,25000,2023-07-21,5,365.58
441765,40982,2023-07-20,35000,2023-08-19,5,392.63
363125,40987,2022-08-20,40000,2022-12-18,5,441.89
392138,40987,2022-12-20,40000,2023-01-19,5,381.56
448214,40993,2023-08-17,30000,2023-09-16,5,336.92
356268,40999,2022-07-21,5000,2022-08-20,5,720.11
364717,40999,2022-08-27,4000,2022-09-26,5,720.11
374755,40999,2022-10-10,4000,2022-11-09,5,720.11
383909,40999,2022-11-17,5000,2023-01-16,5,720.11
400708,40999,2023-01-25,4000,2023-02-24,5,720.11
408937,40999,2023-03-01,4000,2023-03-31,5,720.11
442483,40999,2023-07-24,4000,2023-09-22,5,720.11
457141,40999,2023-09-26,4000,2023-11-25,4,720.11
452571,41012,2023-09-05,70000,2023-10-05,5,512.73
438164,41013,2023-07-04,20000,2023-11-09,4,357.07
370478,41015,2022-09-21,70000,2023-01-26,5,379.35
403370,41015,2023-02-06,60000,2023-06-23,5,301.88
443464,41015,2023-07-27,50000,2023-11-04,4,301.88
442625,41036,2023-07-24,60000,2023-08-23,4,233.73
451857,41081,2023-09-01,50000,2023-11-13,5,230.45
465293,41081,2023-10-30,50000,2023-11-29,4,258.93
409527,41096,2023-03-03,50000,2023-05-03,5,270.24
425056,41096,2023-05-08,50000,2023-06-07,5,298.72
461560,41113,2023-10-14,50000,2023-11-13,4,579.00
419895,41114,2023-04-15,20000,2023-05-15,5,459.75
378885,41131,2022-10-26,30000,2022-12-28,5,314.44
404075,41131,2023-02-09,40000,2023-07-22,5,291.95
443305,41131,2023-07-26,50000,2023-09-27,5,267.50
453623,41131,2023-09-09,50000,2023-11-19,4,200.38
461537,41150,2023-10-14,70000,2023-11-13,4,481.41
422657,41153,2023-04-27,30000,2023-06-26,5,420.11
436607,41153,2023-06-27,30000,2023-11-05,4,462.96
405451,41178,2023-02-15,40000,2023-04-16,5,586.64
408870,41180,2023-02-28,15000,2023-03-30,5,292.31
418259,41180,2023-04-08,15000,2023-06-07,5,412.09
429257,41180,2023-05-25,15000,2023-06-24,5,486.50
437624,41180,2023-07-02,20000,2023-10-30,5,431.74
364859,41189,2022-08-27,10000,2023-01-01,5,536.05
362059,41190,2022-08-16,30000,2022-09-15,5,582.00
368732,41190,2022-09-14,20000,2022-10-14,5,615.19
375916,41190,2022-10-14,35000,2022-12-14,5,586.71
390057,41190,2022-12-12,30000,2023-01-11,5,615.19
397286,41190,2023-01-11,30000,2023-02-10,5,586.71
362173,41191,2022-08-16,20000,2022-09-15,5,563.82
402229,41201,2023-01-31,20000,2023-05-15,5,453.94
458336,41201,2023-09-30,30000,2023-12-02,4,379.53
443303,41222,2023-07-26,40000,2023-11-29,4,517.57
382334,41230,2022-11-10,30000,2022-12-10,5,342.94
413904,41236,2023-03-21,35000,2023-05-20,5,561.76
444710,41236,2023-08-01,75000,2023-08-31,5,561.76
360734,41244,2022-08-10,20000,2022-10-09,5,536.07
374258,41244,2022-10-07,12000,2023-01-08,5,603.19
423276,41263,2023-04-29,50000,2023-05-29,5,340.64
365710,41273,2022-08-31,20000,2022-09-30,5,296.71
387993,41273,2022-12-02,50000,2023-01-01,5,258.93
410105,41273,2023-03-09,50000,2023-06-16,5,298.72
360707,41276,2022-08-10,32500,2022-10-12,5,439.18
371323,41278,2022-09-24,40000,2022-10-24,5,599.06
380616,41278,2022-11-02,40000,2022-12-02,5,550.07
396092,41278,2023-01-05,80000,2023-02-04,5,550.07
410028,41278,2023-03-06,55000,2023-04-05,5,550.07
432916,41278,2023-06-10,60000,2023-07-10,5,575.27
354715,41300,2022-07-14,50000,2022-09-14,5,563.57
440858,41309,2023-07-17,30000,2023-11-21,4,415.05
369733,41328,2022-09-17,10000,2022-10-17,5,524.14
374638,41328,2022-10-08,10000,2022-11-07,5,552.62
383528,41328,2022-11-15,15000,2022-12-15,5,524.14
415791,41328,2023-03-29,30000,2023-04-28,5,587.18
459334,41328,2023-10-04,20000,2023-11-03,5,587.18
394627,41338,2022-12-28,30000,2023-02-26,5,609.92
437136,41338,2023-06-29,70000,2023-11-03,4,585.06
427384,41362,2023-05-18,50000,2023-06-17,5,557.78
387364,41421,2022-11-30,50000,2022-12-30,5,490.91
408948,41421,2023-03-01,50000,2023-04-30,5,527.60
406188,41433,2023-02-17,9000,2023-03-19,5,555.18
407784,41433,2023-02-24,8000,2023-03-26,5,509.13
410233,41433,2023-03-06,50000,2023-04-05,4,476.11
455570,41440,2023-09-18,20000,2023-10-18,5,301.32
459612,41440,2023-10-05,20000,2023-11-04,5,552.91
377046,41453,2022-10-19,5000,2022-11-18,5,701.77
400027,41453,2023-01-23,5000,2023-02-22,5,754.43
403575,41469,2023-02-07,50000,2023-06-07,5,326.41
354579,41478,2022-07-14,50000,2022-10-14,5,354.33
383117,41478,2022-11-14,50000,2023-01-13,5,511.09
426886,41489,2023-05-16,20000,2023-06-15,5,278.82
430523,41489,2023-05-31,30000,2023-06-30,5,354.45
382934,41496,2022-11-13,10000,2023-03-15,5,768.01
413456,41496,2023-03-20,10000,2023-07-18,5,768.01
390456,41505,2022-12-13,20000,2023-04-14,5,505.82
400187,41532,2023-01-23,20000,2023-02-22,5,483.30
437799,41562,2023-07-03,10000,2023-08-02,5,289.76
352924,41570,2022-07-06,5000,2022-11-03,5,661.35
380627,41570,2022-11-03,7000,2023-03-05,5,661.35
422264,41570,2023-04-26,10000,2023-07-25,5,610.46
444327,41570,2023-07-31,10000,2023-10-29,5,674.93
427265,41591,2023-05-18,20000,2023-06-17,5,718.77
440343,41591,2023-07-14,20000,2023-08-13,5,718.77
366556,41592,2022-09-05,20000,2022-10-05,5,661.35
393226,41592,2022-12-23,20000,2023-02-21,5,661.35
410132,41592,2023-03-06,25000,2023-06-04,5,661.35
458743,41592,2023-10-02,25000,2023-12-01,4,661.35
409250,41608,2023-03-02,20000,2023-04-01,5,568.85
376997,41611,2022-10-19,30000,2023-02-16,5,563.82
364077,41629,2022-08-24,60000,2022-09-23,5,455.48
404232,41629,2023-02-09,50000,2023-03-11,5,455.48
376594,41658,2022-10-17,35000,2022-11-16,5,420.57
364465,41673,2022-08-26,10000,2022-11-24,5,636.01
386858,41673,2022-11-29,10000,2023-03-29,5,616.57
413412,41673,2023-03-20,10000,2023-07-20,5,689.69
449610,41673,2023-08-23,10000,2023-09-22,5,574.67
395148,41689,2022-12-30,30000,2023-01-29,4,359.30
365549,41699,2022-08-31,30000,2022-12-04,5,539.87
452159,41733,2023-09-04,10000,2023-10-04,5,527.79
465397,41733,2023-10-31,10000,2023-11-30,4,627.71
364104,41741,2022-08-24,14000,2022-09-23,5,568.85
372703,41741,2022-09-30,22000,2022-10-30,5,529.06
381860,41741,2022-11-08,39000,2023-03-13,4,529.06
443346,41745,2023-07-26,20000,2023-08-25,5,365.58
435788,41749,2023-06-23,20000,2023-07-23,5,642.70
357317,41759,2022-07-26,40000,2022-08-25,5,422.12
367185,41759,2022-09-07,50000,2022-12-09,5,344.65
389065,41759,2022-12-07,50000,2023-02-09,5,527.34
429270,41759,2023-05-25,30000,2023-06-24,5,568.85
402579,41761,2023-02-02,30000,2023-04-03,5,307.14
430180,41763,2023-05-30,35000,2023-10-11,5,270.24
463111,41763,2023-10-21,25000,2023-11-20,4,270.24
412288,41852,2023-03-15,40000,2023-05-14,4,410.55
366225,41857,2022-09-02,80000,2022-10-02,5,667.66
373624,41857,2022-10-04,80000,2022-11-03,5,560.75
376165,41857,2022-10-15,80000,2022-11-14,5,560.75
381570,41857,2022-11-07,80000,2022-12-07,5,532.27
388499,41857,2022-12-05,80000,2023-01-04,5,560.75
395351,41857,2022-12-30,80000,2023-01-29,5,532.27
402930,41857,2023-02-03,50000,2023-03-05,5,467.80
409818,41857,2023-03-04,40000,2023-04-03,5,532.27
417086,41857,2023-04-03,50000,2023-06-02,5,502.93
438654,41857,2023-07-06,80000,2023-08-05,5,531.41
445534,41857,2023-08-04,20000,2023-09-03,5,531.41
452040,41857,2023-09-02,30000,2023-10-02,5,502.93
453147,41857,2023-09-07,50000,2023-10-07,5,531.41
459318,41857,2023-10-04,50000,2023-11-03,5,502.93
461939,41857,2023-10-16,60000,2023-11-15,4,531.41
422076,41864,2023-04-25,26000,2023-05-25,5,573.03
410206,41867,2023-03-06,20000,2023-04-05,5,524.14
366287,41892,2022-09-03,25000,2022-11-02,5,554.29
378673,41892,2022-10-25,50000,2022-11-24,5,621.41
387342,41892,2022-11-30,12000,2022-12-30,5,621.41
394886,41892,2022-12-29,35000,2023-01-28,5,621.41
354364,41894,2022-07-13,60000,2022-09-14,5,543.65
464742,41924,2023-10-27,20000,2023-11-26,4,291.93
363067,41936,2022-08-20,20000,2022-12-23,5,563.82
389020,41936,2022-12-07,32500,2023-03-16,5,523.33
412287,41936,2023-03-15,52500,2023-07-13,5,353.87
359199,41938,2022-08-03,60000,2022-09-02,5,308.08
377657,41938,2022-10-21,60000,2022-11-20,5,308.08
367023,41943,2022-09-07,30000,2022-10-07,5,378.92
369834,41943,2022-09-19,40000,2022-10-19,5,266.72
410124,41943,2023-03-06,40000,2023-04-05,5,356.91
412107,41943,2023-03-15,50000,2023-04-14,5,442.59
449806,41943,2023-08-24,50000,2023-09-23,5,499.16
453101,41943,2023-09-07,60000,2023-12-08,4,499.16
380933,41946,2022-11-04,40000,2022-12-04,5,455.58
432608,41949,2023-06-09,50000,2023-07-09,5,540.15
415701,41961,2023-03-28,45000,2023-04-27,5,269.27
449439,41963,2023-08-22,20000,2023-09-21,5,338.22
392406,41964,2022-12-21,50000,2023-01-20,5,547.07
380370,41969,2022-11-01,20000,2022-12-01,5,678.34
396348,41969,2023-01-06,5000,2023-02-05,5,572.79
404036,41969,2023-02-09,6000,2023-03-11,5,572.79
431939,41976,2023-06-06,50000,2023-07-06,5,693.21
403243,41984,2023-02-06,30000,2023-03-08,5,518.90
411636,41984,2023-03-13,50000,2023-05-12,5,439.87
426936,41984,2023-05-17,60000,2023-06-16,5,460.20
362616,41996,2022-08-18,15000,2022-09-17,5,602.51
464253,42004,2023-10-26,10000,2023-11-25,4,119.24
460798,42024,2023-10-11,40000,2023-11-10,4,190.67
370031,42026,2022-09-19,10000,2022-10-19,5,358.34
373559,42026,2022-10-04,12000,2022-11-03,5,399.18
375408,42036,2022-10-12,20000,2022-11-11,5,707.15
392578,42036,2022-12-21,20000,2023-02-19,5,732.35
415112,42036,2023-03-27,15000,2023-04-26,5,732.35
431721,42036,2023-06-06,20000,2023-08-05,5,732.35
452706,42036,2023-09-06,20000,2023-10-06,5,686.21
367063,42039,2022-09-07,5000,2022-11-06,5,734.13
381234,42039,2022-11-05,5000,2022-12-05,5,699.57
388498,42039,2022-12-05,10000,2023-01-04,5,699.57
406441,42039,2023-02-18,10000,2023-03-20,5,734.13
416207,42039,2023-03-30,5000,2023-04-29,5,734.13
425327,42039,2023-05-09,5000,2023-06-08,5,734.13
435363,42039,2023-06-21,5000,2023-07-21,5,734.13
376491,42045,2022-10-17,30000,2022-12-16,5,395.59
355624,42064,2022-07-19,60000,2022-08-18,5,566.20
365312,42064,2022-08-30,80000,2022-09-29,5,537.72
369847,42064,2022-09-19,50000,2022-11-19,5,566.20
387519,42064,2022-12-01,10000,2022-12-31,5,566.20
402387,42064,2023-02-02,80000,2023-03-04,5,537.72
410550,42064,2023-03-08,80000,2023-04-07,5,537.72
443982,42089,2023-07-28,30000,2023-09-29,5,368.69
429432,42091,2023-05-26,50000,2023-06-25,5,395.49
395495,42124,2022-12-31,80000,2023-03-31,5,527.34
398846,42193,2023-01-18,15000,2023-02-17,5,752.65
385076,42236,2022-11-22,65000,2023-03-25,5,473.25
409512,42236,2023-03-03,70000,2023-07-10,5,501.73
449390,42236,2023-08-22,80000,2023-10-22,5,501.73
461266,42236,2023-10-13,80000,2023-11-12,4,501.73
413272,42255,2023-03-20,60000,2023-07-19,5,577.99
437564,42255,2023-07-01,40000,2023-11-09,4,603.19
414025,42256,2023-03-23,20000,2023-04-22,5,660.02
364468,42284,2022-08-26,20000,2022-09-25,5,489.82
438846,42287,2023-07-07,25000,2023-11-06,4,291.93
369989,42305,2022-09-19,45000,2023-01-20,5,522.92
402168,42305,2023-01-31,55000,2023-06-02,5,400.82
431637,42305,2023-06-05,53000,2023-09-03,5,441.66
452351,42305,2023-09-04,70000,2023-11-05,4,441.66
464572,42309,2023-10-27,25000,2023-11-26,4,698.88
356576,42388,2022-07-22,30000,2022-08-21,5,319.77
406145,42388,2023-02-17,60000,2023-04-19,5,473.25
428155,42388,2023-05-22,30000,2023-10-05,5,501.73
392957,42400,2022-12-22,30000,2023-01-21,5,378.92
356800,42406,2022-07-23,20000,2022-12-04,5,527.34
391338,42406,2022-12-16,50000,2023-03-23,5,473.25
433898,42406,2023-06-15,55000,2023-07-15,5,316.49
357084,42437,2022-07-25,50000,2022-08-24,5,622.61
365006,42453,2022-08-29,60000,2022-12-30,5,333.28
398116,42453,2023-01-14,40000,2023-04-16,5,490.04
421486,42453,2023-04-24,50000,2023-08-24,5,490.04
455939,42453,2023-09-20,70000,2023-11-22,4,490.04
407537,42471,2023-02-23,25000,2023-04-24,5,601.61
423589,42471,2023-05-02,60000,2023-06-01,5,668.73
437291,42471,2023-06-30,10000,2023-07-30,5,619.74
378922,42477,2022-10-26,50000,2022-11-25,5,522.60
404326,42477,2023-02-10,20000,2023-03-12,5,522.60
378987,42489,2022-10-27,50000,2022-11-26,5,428.27
387552,42489,2022-12-01,10000,2022-12-31,5,490.04
393754,42489,2022-12-26,65000,2023-01-25,5,490.04
397820,42489,2023-01-13,70000,2023-02-12,5,491.47
352369,42515,2022-07-03,10000,2022-10-01,5,617.84
379318,42515,2022-10-28,15000,2023-01-26,5,682.31
400592,42530,2023-01-25,40000,2023-02-24,5,442.12
442856,42530,2023-07-25,20000,2023-08-24,5,536.29
372163,42533,2022-09-28,20000,2022-11-27,4,278.82
417188,42570,2023-04-04,50000,2023-08-11,5,298.72
428806,42595,2023-05-24,25000,2023-06-23,5,567.08
