"loan_id","payment_date","paid_principal","paid_fines","paid_other"
320609,2022-08-01,45000.00,0.00,6970.00
436067,2023-08-17,80000.00,0.00,5080.00
316173,2022-03-04,4400.00,0.00,3100.00
432436,2023-07-07,0.00,0.00,100.00
453703,2023-10-13,80000.00,0.00,5300.00
404860,2023-04-14,0.00,0.00,100.00
427901,2023-05-27,20000.00,0.00,3400.00
356525,2022-09-21,10000.00,0.00,1430.00
341999,2022-06-24,10000.00,4620.00,7750.00
382480,2023-03-20,30000.00,0.00,20.00
313301,2022-04-08,35000.00,0.00,0.00
350643,2022-07-25,15750.00,0.00,4250.00
345723,2022-07-01,5000.00,0.00,770.00
417388,2023-04-19,18000.00,0.00,100.00
428508,2023-06-21,10000.00,0.00,1750.00
410977,2023-04-01,40000.00,0.00,6700.00
311253,2022-02-08,25000.00,0.00,3500.00
450515,2023-09-10,10000.00,0.00,1750.00
400381,2023-04-24,0.00,0.00,100.00
396325,2023-02-27,20000.00,0.00,2850.00
411529,2023-04-11,20000.00,0.00,3300.00
355332,2022-08-02,15000.00,0.00,2140.00
428857,2023-06-21,0.00,0.00,100.00
350901,2022-07-27,25000.00,0.00,3870.00
427393,2023-08-04,45000.00,15720.00,7530.00
310131,2022-02-15,13000.00,1210.00,2210.00
313203,2022-02-09,2640.00,0.00,720.00
384140,2022-11-23,10000.00,0.00,0.00
361056,2022-08-29,30000.00,0.00,2950.00
406600,2023-03-13,70000.00,0.00,10710.00
362785,2022-09-16,50000.00,0.00,0.00
349063,2022-07-01,4000.00,0.00,620.00
346798,2022-08-07,10000.00,0.00,0.00
326166,2022-04-12,20000.00,0.00,3100.00
385563,2023-01-23,14000.00,0.00,0.00
415088,2023-04-11,0.00,0.00,100.00
418618,2023-05-09,11980.00,0.00,3220.00
361718,2022-10-05,80000.00,0.00,5820.00
427046,2023-06-16,5000.00,0.00,930.00
388800,2022-12-23,4000.00,0.00,570.00
361577,2022-11-07,40000.00,0.00,2140.00
408383,2023-03-30,0.00,0.00,100.00
433186,2023-09-22,0.00,0.00,100.00
375812,2023-02-03,870.00,0.00,0.00
439736,2023-08-15,0.00,0.00,100.00
343331,2022-07-14,39600.00,0.00,0.00
342689,2022-06-23,55000.00,0.00,0.00
395040,2023-01-26,40000.00,0.00,0.00
364486,2022-09-23,70000.00,0.00,5090.00
379531,2022-12-15,35000.00,0.00,0.00
329197,2022-04-30,55000.00,0.00,8520.00
376404,2022-11-16,60000.00,0.00,4360.00
423959,2023-06-02,0.00,0.00,100.00
330888,2022-06-07,14500.00,0.00,0.00
340964,2022-09-21,25000.00,0.00,3870.00
428533,2023-06-08,20000.00,0.00,3400.00
317628,2022-03-15,25000.00,0.00,0.00
396202,2023-04-06,0.00,0.00,100.00
322023,2022-04-13,16570.00,330.00,0.00
358041,2022-08-19,4290.00,0.00,710.00
416120,2023-05-06,15000.00,2440.00,2570.00
405204,2023-03-13,20000.00,0.00,0.00
400914,2023-02-24,20000.00,0.00,3300.00
440313,2023-08-15,0.00,0.00,100.00
410112,2023-05-04,12500.00,0.00,200.00
420398,2023-05-22,0.00,0.00,100.00
320351,2022-03-09,30000.00,0.00,0.00
346983,2022-09-13,29080.00,0.00,0.00
411255,2023-04-04,40000.00,0.00,100.00
333852,2022-05-19,10000.00,0.00,1550.00
393424,2023-01-04,25000.00,0.00,0.00
425094,2023-08-04,0.00,0.00,100.00
395917,2023-04-03,25000.00,0.00,0.00
387289,2022-12-16,20000.00,0.00,0.00
326054,2022-03-31,20000.00,0.00,3100.00
385994,2022-12-24,10000.00,0.00,0.00
354833,2022-09-14,20000.00,0.00,0.00
401797,2023-02-24,50000.00,0.00,0.00
439926,2023-09-10,0.00,0.00,100.00
374499,2023-02-03,20000.00,0.00,0.00
336824,2022-06-02,22240.00,0.00,7760.00
420177,2023-05-16,18450.00,0.00,11650.00
384934,2023-02-21,15810.00,0.00,4190.00
361330,2022-09-05,10000.00,0.00,1430.00
458050,2023-10-27,0.00,0.00,100.00
394642,2023-01-27,70000.00,0.00,8260.00
412339,2023-05-16,44950.00,0.00,250.00
312334,2022-03-18,20000.00,0.00,3100.00
413493,2023-05-19,30000.00,3490.00,5050.00
423516,2023-08-31,80000.00,0.00,13300.00
441780,2023-08-12,40000.00,0.00,100.00
416900,2023-06-05,0.00,0.00,100.00
435882,2023-07-11,20000.00,0.00,3180.00
375644,2022-11-10,20000.00,0.00,2850.00
335734,2022-05-27,30000.00,0.00,0.00
318497,2022-03-15,20000.00,0.00,3100.00
347514,2022-07-11,50000.00,0.00,0.00
366138,2022-11-16,14730.00,0.00,0.00
452533,2023-10-05,0.00,0.00,100.00
319936,2022-03-21,40000.00,0.00,0.00
350365,2022-07-22,25000.00,0.00,0.00
395949,2023-01-20,26190.00,0.00,8090.00
427822,2023-08-29,0.00,0.00,2000.00
413917,2023-05-12,80000.00,0.00,11700.00
328335,2022-04-27,20000.00,0.00,0.00
382523,2022-12-10,50000.00,0.00,0.00
341057,2022-07-06,5000.00,0.00,770.00
316451,2022-03-07,30000.00,0.00,4650.00
402424,2023-04-28,15740.00,0.00,100.00
327245,2022-07-14,35000.00,0.00,0.00
385504,2022-12-06,20000.00,0.00,0.00
409314,2023-06-30,20000.00,0.00,100.00
416008,2023-05-31,80000.00,0.00,13080.00
383034,2022-12-05,25010.00,0.00,4990.00
344745,2022-07-30,10000.00,0.00,0.00
433802,2023-07-25,35000.00,8120.00,5820.00
360595,2022-11-11,60000.00,0.00,4360.00
426690,2023-08-15,0.00,0.00,100.00
316207,2022-06-10,60000.00,0.00,5090.00
390852,2023-01-13,10000.00,0.00,0.00
381604,2022-11-14,35000.00,0.00,2490.00
346705,2022-07-06,20000.00,0.00,1700.00
340218,2022-09-06,25420.00,0.00,0.00
382623,2022-12-13,27460.00,0.00,2540.00
424389,2023-06-08,0.00,0.00,100.00
451330,2023-09-28,0.00,0.00,100.00
370830,2022-10-22,50000.00,0.00,0.00
447009,2023-09-11,60000.00,0.00,4000.00
414653,2023-04-22,0.00,0.00,100.00
359756,2022-08-17,40000.00,0.00,0.00
333985,2022-05-19,15000.00,0.00,0.00
432700,2023-10-07,30000.00,0.00,100.00
376218,2022-11-15,40000.00,0.00,2910.00
389790,2023-01-12,80000.00,0.00,11420.00
380354,2023-02-15,15000.00,0.00,1910.00
433127,2023-07-04,20000.00,0.00,2990.00
404933,2023-03-07,50000.00,0.00,0.00
377614,2022-12-22,10000.00,0.00,0.00
445942,2023-09-04,50000.00,0.00,8350.00
339491,2022-06-06,20000.00,0.00,0.00
385121,2022-12-05,20000.00,0.00,0.00
407659,2023-04-08,5000.00,0.00,930.00
372338,2022-12-16,70000.00,0.00,9990.00
346042,2022-10-05,10000.00,0.00,850.00
424049,2023-07-03,0.00,0.00,100.00
330235,2022-06-04,25000.00,0.00,0.00
342421,2022-07-22,10000.00,0.00,0.00
415553,2023-07-17,0.00,0.00,100.00
421358,2023-05-03,13000.00,0.00,100.00
318426,2022-03-21,50000.00,4610.00,7749.00
332016,2022-08-12,20000.00,0.00,1700.00
443434,2023-08-17,20000.00,0.00,3400.00
454006,2023-10-12,0.00,0.00,100.00
430706,2023-06-29,70000.00,0.00,11650.00
353309,2022-09-03,15000.00,0.00,5420.00
451030,2023-09-07,70000.00,0.00,11550.00
322235,2022-08-29,5470.00,8660.00,5870.00
420307,2023-06-13,0.00,0.00,2000.00
326102,2022-04-15,50000.00,0.00,0.00
361715,2022-11-16,12500.00,0.00,0.00
425623,2023-06-10,10900.00,0.00,200.00
341898,2022-06-11,1470.00,0.00,0.00
366594,2022-09-23,15000.00,0.00,2140.00
399372,2023-02-17,35000.00,0.00,4990.00
413514,2023-05-04,0.00,0.00,100.00
374034,2022-10-15,15000.00,0.00,2140.00
312650,2022-03-07,5800.00,0.00,4200.00
363162,2022-09-27,28000.00,0.00,0.00
389936,2023-02-28,40000.00,13540.00,5140.00
369471,2022-10-18,40000.00,0.00,0.00
451779,2023-11-01,0.00,0.00,100.00
323321,2022-07-12,40000.00,0.00,6200.00
456748,2023-09-16,0.00,0.00,40.00
444196,2023-09-26,0.00,0.00,100.00
319750,2022-03-17,45000.00,0.00,6880.00
319713,2022-03-21,39999.96,0.00,8779.99
326001,2022-04-02,40000.00,0.00,5580.00
333112,2022-06-29,50000.00,0.00,5360.00
380195,2022-11-30,35000.00,0.00,0.00
416651,2023-04-29,20000.00,0.00,100.00
334596,2022-05-06,20000.00,0.00,0.00
412338,2023-04-13,40000.00,0.00,100.00
344637,2022-06-27,30000.00,0.00,0.00
410002,2023-03-27,40000.00,0.00,6600.00
430467,2023-06-30,4000.00,0.00,6680.00
372231,2022-10-05,25000.00,0.00,0.00
324282,2022-03-16,20000.00,0.00,2950.00
396930,2023-04-19,18560.00,1850.00,100.00
370883,2023-01-11,10000.00,0.00,1290.00
421547,2023-07-21,25000.00,0.00,100.00
348226,2022-07-08,10000.00,0.00,1550.00
427938,2023-06-18,17000.00,0.00,2910.00
440811,2023-09-15,0.00,0.00,100.00
433512,2023-06-29,20000.00,0.00,100.00
390873,2023-04-14,20000.00,0.00,100.00
458733,2023-11-01,0.00,0.00,100.00
397384,2023-02-13,60000.00,0.00,3920.00
419683,2023-05-13,40000.00,0.00,6700.00
387738,2023-03-15,20000.00,0.00,1710.00
392787,2023-04-03,45000.00,0.00,4910.00
428145,2023-09-18,40000.00,0.00,6700.00
385169,2022-12-20,60000.00,0.00,8560.00
454622,2023-10-19,35000.00,4070.00,5880.00
402746,2023-03-18,330.00,3020.00,1650.00
361747,2022-09-07,20000.00,0.00,0.00
317128,2022-04-08,20000.00,0.00,3100.00
392643,2023-01-11,30000.00,0.00,0.00
373214,2022-10-31,20000.00,0.00,2850.00
411492,2023-04-15,15000.00,0.00,2580.00
432819,2023-08-11,0.00,0.00,100.00
439080,2023-10-16,7850.00,0.00,0.00
354968,2022-11-12,50000.00,0.00,0.00
322681,2022-04-01,20000.00,0.00,0.00
374437,2022-11-06,11430.00,0.00,3570.00
328149,2022-04-29,0.00,0.00,2000.00
402881,2023-05-08,0.00,0.00,100.00
321882,2022-04-26,15950.00,0.00,4050.00
381397,2023-01-27,60000.00,5480.00,8560.00
328388,2022-04-28,10000.00,0.00,1550.00
380553,2022-12-02,40000.00,0.00,2910.00
366461,2022-12-12,19990.00,0.00,0.00
335847,2022-05-26,10000.00,0.00,1550.00
326580,2022-04-13,5069.99,0.00,4930.00
309016,2022-03-08,19090.00,0.00,4910.00
396585,2023-01-31,590.00,0.00,2910.00
410135,2023-07-05,50000.00,0.00,8350.00
342229,2022-05-23,40000.00,0.00,0.00
432224,2023-06-13,0.00,0.00,2000.00
330925,2022-05-08,25000.00,0.00,0.00
438253,2023-09-05,0.00,0.00,100.00
403492,2023-03-07,25000.00,0.00,4130.00
351994,2022-09-06,25000.00,2300.00,3870.00
371266,2022-10-24,30000.00,0.00,0.00
404739,2023-04-14,11750.00,0.00,8450.00
362635,2022-10-17,25000.00,0.00,2900.00
416667,2023-05-04,45000.00,0.00,7530.00
367769,2022-10-10,33000.00,0.00,4710.00
420499,2023-06-01,9999.99,0.00,100.00
434036,2023-07-15,20000.00,0.00,3400.00
340398,2022-07-13,30000.00,0.00,0.00
355293,2022-08-12,20000.00,0.00,2850.00
448262,2023-09-16,0.00,0.00,100.00
451607,2023-09-27,50000.00,0.00,100.00
369158,2022-11-16,10000.00,0.00,0.00
338375,2022-06-03,35000.00,0.00,0.00
434997,2023-09-01,50000.00,0.00,100.00
440730,2023-08-14,14250.00,0.00,100.00
410637,2023-03-20,3350.00,0.00,1650.00
321616,2022-04-23,5000.00,0.00,0.00
397882,2023-01-23,50000.00,0.00,0.00
401038,2023-02-02,40000.00,0.00,4950.00
380536,2022-11-26,10000.00,0.00,1430.00
450401,2023-10-20,19130.00,9870.00,1200.00
400394,2023-02-07,25000.00,0.00,0.00
460588,2023-10-26,10000.00,0.00,1750.00
369881,2022-12-19,23800.00,0.00,6200.00
398469,2023-01-21,3550.00,0.00,1450.00
456745,2023-10-31,0.00,0.00,100.00
309109,2022-02-05,15000.00,0.00,0.00
323106,2022-03-15,35000.00,0.00,5420.00
426243,2023-07-11,80000.00,0.00,13300.00
358769,2022-09-10,20000.00,0.00,2850.00
456875,2023-10-16,10000.00,0.00,1750.00
387271,2022-12-23,10000.00,0.00,0.00
365515,2022-09-30,40010.00,0.00,4990.00
402507,2023-02-27,50000.00,0.00,0.00
398791,2023-02-15,10000.00,0.00,1100.00
313837,2022-02-18,30000.00,0.00,0.00
357077,2022-08-19,30000.00,0.00,0.00
425181,2023-06-01,14000.00,0.00,1510.00
331927,2022-05-11,10000.00,0.00,850.00
407223,2023-04-06,0.00,0.00,100.00
313659,2022-04-19,3185.00,0.00,0.00
355531,2023-03-24,14830.00,5170.00,0.00
452009,2023-10-03,12410.00,0.00,590.00
426369,2023-08-26,0.00,0.00,100.00
437647,2023-08-01,10000.00,0.00,1750.00
368035,2022-10-07,40000.00,0.00,0.00
325411,2022-04-12,0.00,0.00,2000.00
379319,2022-11-27,8150.00,0.00,2850.00
347462,2022-08-12,25000.00,0.00,0.00
413700,2023-04-15,0.00,0.00,100.00
350657,2022-10-10,18270.00,0.00,0.00
351845,2022-09-01,35000.00,0.00,710.00
399610,2023-04-19,0.00,0.00,100.00
334238,2022-06-13,7200.00,0.00,0.00
424134,2023-06-01,0.00,0.00,100.00
327774,2022-04-06,35000.00,0.00,0.00
333877,2022-05-09,5350.00,0.00,2101.40
358675,2022-10-04,40000.00,9140.00,5710.00
382211,2023-03-16,45000.00,0.00,3200.00
447582,2023-09-12,12700.00,0.00,100.00
377224,2022-11-17,20000.00,0.00,0.00
457683,2023-10-11,20000.00,0.00,100.00
384865,2022-12-14,50000.00,0.00,3640.00
408872,2023-03-30,0.00,0.00,100.00
312667,2022-02-21,18000.00,0.00,2250.00
433494,2023-06-27,55000.00,0.00,3680.00
444969,2023-08-30,25000.00,0.00,3820.00
419014,2023-06-12,0.00,0.00,100.00
411629,2023-04-20,10000.00,1860.00,1750.00
308503,2022-01-24,2000.00,0.00,0.00
441353,2023-08-21,60000.00,0.00,3750.00
331145,2022-05-10,20000.00,0.00,0.00
337374,2022-06-01,6390.00,0.00,0.00
427751,2023-06-27,10000.00,0.00,200.00
403546,2023-04-04,5000.00,0.00,930.00
451983,2023-09-13,10000.00,0.00,1750.00
338669,2022-05-19,20000.00,0.00,0.00
449557,2023-09-23,0.00,0.00,100.00
446063,2023-09-04,10000.00,0.00,1750.00
434637,2023-09-25,0.00,0.00,100.00
365340,2022-11-30,10000.00,0.00,0.00
382724,2022-12-09,30000.00,0.00,2180.00
453014,2023-10-01,30000.00,0.00,5050.00
394697,2023-02-28,40000.00,0.00,0.00
326536,2022-04-06,10000.00,0.00,1550.00
353834,2022-09-12,47160.00,0.00,0.00
382681,2023-03-19,40000.00,0.00,5710.00
320485,2022-03-10,10000.00,0.00,0.00
368184,2022-10-12,40000.00,0.00,0.00
390261,2022-12-24,40000.00,0.00,0.00
345051,2022-07-04,25000.00,0.00,0.00
364728,2022-08-31,50000.00,0.00,0.00
339983,2022-07-11,20000.00,0.00,3100.00
329121,2022-05-20,10000.00,0.00,1550.00
394798,2023-03-30,0.00,0.00,100.00
390389,2023-01-10,23640.00,0.00,0.00
400216,2023-05-18,15000.00,0.00,2500.00
410321,2023-04-06,20000.00,0.00,100.00
421272,2023-09-05,55000.00,0.00,9180.00
361296,2022-11-12,10000.00,0.00,0.00
394125,2023-03-23,25000.00,0.00,0.00
331202,2022-04-20,2000.00,0.00,0.00
413344,2023-04-18,70000.00,0.00,11650.00
447277,2023-07-27,0.00,0.00,530.00
339167,2022-06-13,30000.00,0.00,4030.00
436988,2023-09-20,0.00,0.00,100.00
419614,2023-08-01,0.00,0.00,100.00
351342,2022-07-15,20000.00,0.00,3100.00
346232,2022-08-06,6480.00,0.00,2320.00
396489,2023-02-13,64000.00,0.00,8520.00
450636,2023-09-27,15000.00,0.00,100.00
405595,2023-05-17,50000.00,0.00,100.00
416232,2023-04-25,20000.00,0.00,200.00
437603,2023-08-08,8250.00,0.00,1850.00
389223,2023-01-04,70000.00,0.00,5090.00
458396,2023-11-01,0.00,0.00,100.00
340838,2022-07-14,35550.04,0.00,4931.40
433405,2023-08-02,2620.00,0.00,2380.00
374946,2023-02-24,50000.00,0.00,7140.00
308821,2022-02-04,30000.00,0.00,0.00
357036,2022-08-24,10000.00,0.00,0.00
386633,2023-03-06,25000.00,3990.00,3570.00
355287,2022-08-05,35000.00,0.00,4990.00
419285,2023-05-26,10000.00,0.00,1750.00
393816,2023-04-26,30000.00,0.00,4380.00
359968,2022-09-07,50000.00,0.00,5340.00
428831,2023-05-29,45000.00,0.00,100.00
413864,2023-07-10,25000.00,0.00,4080.00
365529,2022-10-31,60000.00,0.00,4360.00
412297,2023-04-18,0.00,0.00,100.00
390898,2023-05-20,14290.00,4710.00,1000.00
464712,2023-11-01,20000.00,0.00,100.00
329274,2022-07-26,13550.00,0.00,0.00
355161,2022-08-16,35000.00,0.00,0.00
427274,2023-06-16,20000.00,0.00,100.00
409353,2023-05-02,0.00,0.00,100.00
335846,2022-05-16,20000.00,0.00,3100.00
335707,2022-07-25,10000.00,0.00,0.00
354181,2022-08-09,5000.00,0.00,710.00
388660,2023-04-05,10000.00,0.00,100.00
361209,2022-09-11,20000.00,0.00,0.00
385709,2022-12-07,35000.00,0.00,3490.00
386404,2022-12-26,80000.00,0.00,3930.00
378961,2022-09-20,0.00,0.00,200.00
362293,2022-10-14,40000.00,0.00,0.00
412558,2023-04-15,0.00,0.00,100.00
331062,2022-05-10,4000.00,0.00,620.00
360422,2022-11-04,15000.00,0.00,2140.00
334756,2022-06-02,10000.00,0.00,1550.00
374496,2022-10-25,20000.00,0.00,2850.00
385711,2023-01-27,8330.00,1820.00,2850.00
309453,2020-08-07,0.00,0.00,350.00
378675,2023-02-03,40000.00,8220.00,5710.00
338352,2022-06-01,10000.00,0.00,1550.00
409093,2023-06-01,0.00,0.00,100.00
343329,2022-06-13,4200.00,0.00,1550.00
430276,2023-07-10,17500.00,0.00,100.00
443115,2023-07-27,30000.00,0.00,100.00
337029,2022-06-03,25000.00,0.00,0.00
438651,2023-09-04,0.00,0.00,100.00
341675,2022-08-19,30000.00,0.00,4560.00
447131,2023-09-12,60000.00,0.00,9900.00
390838,2023-02-02,15000.00,0.00,2140.00
324510,2022-04-05,50000.00,0.00,0.00
364787,2022-12-20,30000.00,0.00,2180.00
336037,2022-05-26,40000.00,0.00,6200.00
391755,2023-05-11,10000.00,800.00,100.00
373017,2022-10-31,20360.00,0.00,3640.00
320020,2022-03-19,50000.00,0.00,0.00
349384,2022-09-08,1350.00,290.00,0.00
313559,2022-05-26,3100.00,0.00,0.00
411164,2023-04-06,35000.00,0.00,5880.00
456456,2023-10-03,10000.00,0.00,1650.00
443237,2023-08-14,40000.00,0.00,100.00
353608,2022-08-08,20000.00,0.00,0.00
342950,2022-09-08,25000.00,8660.00,3870.00
387488,2022-12-30,40000.00,0.00,2580.00
357555,2022-09-26,8000.00,0.00,1020.00
378616,2022-11-24,20000.00,0.00,2850.00
421495,2023-05-19,55000.00,0.00,9080.00
403943,2023-03-07,30000.00,0.00,0.00
425000,2023-06-26,20000.00,0.00,3400.00
312927,2022-02-11,50000.00,0.00,0.00
376832,2022-10-22,5000.00,0.00,360.00
376178,2023-02-15,10000.00,910.00,1430.00
328880,2022-04-23,25000.00,0.00,0.00
453206,2023-09-25,13700.00,0.00,1400.00
361430,2022-10-24,70000.00,17550.00,9800.00
376153,2022-11-14,70000.00,0.00,5090.00
383210,2022-12-14,40000.00,0.00,2850.00
326098,2022-06-18,4290.00,0.00,0.00
362865,2022-08-26,10000.00,0.00,1430.00
350408,2022-07-05,10000.00,0.00,1550.00
406714,2023-03-13,17000.00,0.00,2810.00
327059,2022-07-16,29620.00,0.00,5380.00
422786,2023-05-27,80000.00,0.00,100.00
364669,2023-01-30,30000.00,10280.00,4280.00
422705,2023-04-28,20000.00,0.00,100.00
362110,2022-08-26,60000.00,0.00,4360.00
424294,2023-06-05,0.00,0.00,100.00
372538,2022-10-29,20000.00,0.00,2850.00
431380,2023-08-05,0.00,0.00,100.00
329152,2022-07-28,9290.00,0.00,0.00
362947,2022-08-22,55000.00,0.00,7850.00
420800,2023-05-17,50000.00,0.00,8350.00
440440,2023-08-02,65000.00,0.00,10830.00
359786,2022-08-16,8000.00,0.00,1140.00
403191,2023-03-22,25000.00,0.00,4130.00
388252,2022-12-12,10000.00,0.00,1430.00
423061,2023-06-27,0.00,0.00,100.00
404062,2023-06-07,4350.00,0.00,1750.00
418925,2023-05-27,30000.00,0.00,5050.00
380455,2022-12-27,35000.00,0.00,4990.00
422362,2023-06-26,26000.00,0.00,100.00
353829,2022-08-08,10000.00,0.00,1430.00
438094,2023-08-19,5150.00,0.00,100.00
351733,2022-08-06,24700.00,4850.00,4650.00
399500,2022-10-28,0.00,0.00,256.00
421977,2023-05-25,0.00,0.00,100.00
451748,2023-10-09,0.00,11180.00,4020.00
328411,2022-04-27,20000.00,0.00,0.00
333338,2022-06-18,30000.00,0.00,2320.00
429577,2023-07-26,0.00,0.00,100.00
365310,2022-09-29,20000.00,0.00,2850.00
346436,2022-07-08,35000.00,0.00,0.00
351789,2022-07-30,40000.00,0.00,6200.00
333561,2022-05-09,15000.00,0.00,0.00
373851,2022-12-05,60000.00,0.00,8560.00
359804,2022-09-04,50000.00,0.00,0.00
383956,2023-03-16,16180.00,3610.00,5210.00
378479,2022-11-22,10000.00,0.00,1430.00
369899,2022-10-19,50000.00,0.00,7140.00
409795,2023-04-04,0.00,0.00,100.00
420856,2023-04-20,20000.00,0.00,3400.00
343585,2022-06-27,60000.00,0.00,0.00
408913,2023-03-08,40000.00,0.00,0.00
336238,2022-05-25,30000.00,0.00,0.00
439189,2023-08-11,0.00,0.00,100.00
348055,2022-07-05,25000.00,0.00,0.00
414072,2023-04-20,40000.00,0.00,100.00
375081,2023-02-15,30000.00,0.00,4280.00
378764,2022-11-25,25000.00,0.00,3570.00
330709,2022-06-03,10000.00,0.00,1550.00
356646,2022-11-17,2710.00,0.00,0.00
343577,2022-06-03,35000.00,0.00,5420.00
360103,2022-12-10,40000.00,0.00,1200.00
379360,2023-01-04,25000.00,2280.00,3570.00
449443,2023-09-20,80000.00,0.00,4780.00
441212,2023-08-17,0.00,0.00,100.00
328118,2022-03-31,6130.00,0.00,3870.00
368079,2022-10-03,40000.00,0.00,0.00
416674,2023-05-04,0.00,0.00,100.00
389590,2023-04-13,60000.00,0.00,4460.00
447769,2023-09-14,40000.00,0.00,100.00
451749,2023-09-26,25000.00,0.00,4230.00
395124,2023-04-03,60000.00,0.00,6180.00
319210,2022-04-19,40000.00,0.00,0.00
361832,2022-10-05,40000.00,0.00,2620.00
323577,2022-04-05,50000.00,0.00,0.00
407300,2023-05-23,12000.00,0.00,100.00
425306,2023-06-03,15050.00,0.00,5150.00
323265,2022-04-01,35000.00,0.00,0.00
329744,2022-05-04,25000.00,0.00,0.00
326851,2022-04-28,9715.00,0.00,0.00
420811,2023-04-29,20000.00,0.00,100.00
329874,2022-04-19,15000.00,0.00,2320.00
441488,2023-08-12,0.00,0.00,100.00
421160,2023-04-29,30000.00,0.00,10100.00
332513,2022-04-29,8000.00,0.00,620.00
437908,2023-10-03,50000.00,0.00,8350.00
417595,2023-04-08,4000.00,0.00,760.00
451485,2023-09-06,20000.00,0.00,100.00
329432,2022-04-30,20000.00,0.00,0.00
424321,2023-06-06,80000.00,0.00,4990.00
359419,2022-08-26,10000.00,0.00,1430.00
329395,2022-05-04,35000.00,0.00,0.00
437221,2023-07-31,0.00,0.00,100.00
335453,2022-07-25,10000.00,0.00,1550.00
315902,2022-02-23,5000.00,0.00,770.00
342827,2022-09-20,20000.00,0.00,0.00
435795,2023-08-21,0.00,0.00,100.00
379960,2022-11-30,10000.00,0.00,1430.00
432835,2023-07-10,0.00,0.00,100.00
340633,2022-05-31,50000.00,0.00,0.00
386407,2022-12-01,40000.00,0.00,2910.00
423541,2023-05-30,20000.00,0.00,3400.00
371700,2022-10-26,20000.00,0.00,0.00
430515,2023-08-01,25000.00,0.00,200.00
359914,2022-09-22,10000.00,0.00,0.00
435029,2023-10-21,10000.00,0.00,100.00
421431,2023-05-22,0.00,0.00,100.00
446125,2023-08-21,30000.00,0.00,100.00
315001,2022-03-28,20000.00,0.00,0.00
427457,2023-06-02,40000.00,0.00,100.00
384286,2022-12-06,4790.00,0.00,5210.00
369749,2023-01-18,10000.00,2280.00,1430.00
459530,2023-10-10,10000.00,0.00,1650.00
345395,2022-06-08,5000.00,0.00,770.00
453801,2023-10-11,0.00,0.00,100.00
424631,2023-06-02,0.00,0.00,100.00
338854,2022-05-13,25000.00,0.00,3870.00
402899,2023-06-16,30000.00,5590.00,5050.00
311123,2022-03-18,10000.00,0.00,1700.00
443945,2023-09-01,25000.00,0.00,100.00
397997,2023-02-02,47730.00,0.00,0.00
456527,2023-10-23,10000.00,0.00,1750.00
335839,2022-05-25,30000.00,0.00,4650.00
342154,2022-05-27,5000.00,0.00,770.00
416544,2023-04-29,0.00,0.00,100.00
396822,2023-02-08,20000.00,0.00,0.00
370750,2022-10-03,10000.00,0.00,1430.00
425085,2023-07-07,25000.00,0.00,100.00
333186,2022-06-21,19970.00,0.00,6030.00
452506,2023-10-04,0.00,0.00,100.00
385702,2022-12-07,10000.00,0.00,1430.00
396188,2023-04-29,38400.00,0.00,100.00
447548,2023-09-14,0.00,0.00,100.00
397481,2023-02-21,2910.00,0.00,0.00
325806,2022-04-16,3940.00,0.00,4060.00
405033,2023-03-13,12520.00,0.00,2480.00
432575,2023-06-27,50000.00,0.00,8250.00
441043,2023-08-02,30000.00,0.00,100.00
434388,2023-07-13,50000.00,0.00,3140.00
320214,2022-05-23,18490.00,0.00,6510.00
422585,2023-05-25,0.00,0.00,100.00
338788,2022-09-08,50000.00,0.00,0.00
321227,2022-07-07,40000.00,7390.00,6200.00
408046,2023-06-24,10000.00,0.00,100.00
391511,2023-03-10,14530.00,0.00,10470.00
369534,2022-10-31,11410.00,0.00,0.00
427416,2023-07-17,20000.00,0.00,3400.00
427762,2023-06-06,10000.00,0.00,1750.00
432087,2023-07-07,0.00,0.00,100.00
444775,2023-10-30,0.00,0.00,100.00
385433,2022-12-09,10000.00,0.00,0.00
422248,2023-08-25,80000.00,0.00,5300.00
378703,2023-01-25,70000.00,0.00,0.00
455578,2023-10-21,50000.00,0.00,8350.00
351421,2022-07-27,35000.00,0.00,0.00
356363,2022-07-28,35000.00,0.00,4970.00
356520,2022-08-20,50000.00,0.00,3640.00
329496,2022-04-30,40000.00,0.00,3580.00
409982,2023-03-20,50000.00,0.00,8250.00
313516,2022-04-27,20000.00,0.00,0.00
441002,2023-09-16,0.00,0.00,100.00
308785,2022-01-06,1150.00,0.00,850.00
343379,2022-06-19,5000.00,0.00,770.00
364680,2022-11-24,30000.00,0.00,0.00
421212,2023-05-30,0.00,0.00,100.00
336724,2022-05-30,10000.00,0.00,0.00
396517,2023-02-04,70000.00,0.00,9990.00
312594,2022-02-16,10000.00,0.00,0.00
409565,2023-05-03,0.00,0.00,100.00
347838,2022-07-01,10000.00,0.00,0.00
379460,2022-12-21,50000.00,0.00,0.00
355961,2022-09-02,29940.00,0.00,0.00
317475,2022-06-16,25000.00,0.00,3328.00
374319,2022-11-07,40000.00,0.00,0.00
318702,2022-02-21,20000.00,0.00,3100.00
357738,2022-09-12,20000.00,0.00,2850.00
359663,2022-09-03,60000.00,0.00,8560.00
358135,2022-09-27,20000.00,0.00,2140.00
400807,2023-02-21,30000.00,0.00,4950.00
322171,2022-03-02,2680.00,0.00,2320.00
335004,2022-05-17,15000.00,0.00,0.00
