"client_id","birthday","gender","monthly_salary"
42565,1994-09-12,m,73000.0
195629,1986-11-28,m,84000.0
194723,1993-06-20,m,57000.0
44263,1980-09-12,f,88000.0
49634,1993-11-11,m,97000.0
190556,1986-06-03,f,79000.0
173332,1970-02-10,m,72000.0
165521,1998-08-31,m,80000.0
33356,1996-03-24,m,58000.0
189363,1989-03-06,m,80000.0
35714,1990-09-06,m,56000.0
186277,1977-01-02,m,93000.0
53856,1962-08-25,f,71000.0
184594,1984-10-03,f,97000.0
190207,1993-04-02,f,91000.0
186460,2001-08-26,f,84000.0
191622,2000-11-25,m,64000.0
186797,1953-12-21,m,69000.0
52170,1987-08-26,m,52000.0
184055,2001-01-25,m,78000.0
69408,1977-10-02,m,63000.0
181719,1978-05-16,f,60000.0
195166,2000-11-20,f,50000.0
23444,1990-06-13,m,58000.0
186059,1968-05-13,f,69000.0
127978,1999-05-09,m,99000.0
140549,1964-02-01,f,72000.0
148592,2000-06-28,f,98000.0
86416,1977-12-05,f,78000.0
177049,1985-05-26,m,70000.0
100870,1963-07-18,m,73000.0
42763,1989-08-08,f,100000.0
168997,1993-05-02,m,92000.0
105077,1995-07-30,m,70000.0
198705,1984-07-10,f,93000.0
62960,1990-05-13,m,56000.0
190062,1997-12-08,f,98000.0
181373,1955-08-15,m,77000.0
193849,1961-12-29,f,73000.0
13519,1974-11-02,m,96000.0
137639,1999-10-11,f,58000.0
166198,1960-05-23,f,81000.0
192193,1998-12-08,m,86000.0
114842,1999-04-02,f,61000.0
107005,1992-07-18,f,77000.0
135642,1989-03-01,m,53000.0
196939,1964-05-09,m,56000.0
70893,1978-12-16,f,99000.0
57237,1972-01-02,f,83000.0
199907,1999-12-20,m,99000.0
7602,1971-02-19,m,55000.0
191607,1989-01-19,m,62000.0
131004,1976-01-13,f,69000.0
181219,1982-07-01,m,97000.0
195331,1986-02-17,f,69000.0
189083,1954-06-01,f,53000.0
179663,1984-05-03,m,87000.0
189278,1976-12-04,m,90000.0
192647,1984-01-14,f,55000.0
177245,1992-05-01,m,75000.0
122078,1982-03-23,f,83000.0
116099,1953-10-16,m,78000.0
176351,1999-10-17,f,83000.0
186654,2002-01-01,m,83000.0
118974,1960-02-12,m,86000.0
193631,1972-12-27,f,93000.0
195865,1993-12-14,f,83000.0
179980,2000-12-08,m,86000.0
198509,1986-08-25,m,65000.0
141680,1984-09-03,f,75000.0
186929,1967-03-26,f,100000.0
188174,1997-08-23,f,67000.0
31588,1983-03-01,f,80000.0
19638,1974-05-01,m,73000.0
133073,1979-04-14,m,77000.0
126978,1959-02-04,f,89000.0
141756,1963-07-16,f,67000.0
194963,1989-12-27,m,86000.0
46178,1993-06-22,m,77000.0
192367,1978-02-22,f,91000.0
96931,1970-03-15,f,51000.0
132104,1970-02-15,m,74000.0
71053,1988-06-06,m,88000.0
190355,1951-05-05,m,75000.0
135653,1968-05-02,m,61000.0
111214,1990-09-03,f,70000.0
34496,1969-07-14,m,52000.0
163749,1963-12-25,f,95000.0
74782,1957-03-20,m,75000.0
168188,1959-12-15,f,57000.0
141093,1985-02-22,m,54000.0
165375,1979-06-05,f,77000.0
190292,2001-07-10,m,69000.0
93576,1999-02-22,f,75000.0
171711,2001-06-26,m,85000.0
190569,1985-08-02,m,85000.0
192604,1971-01-20,f,77000.0
169730,1983-03-10,m,100000.0
134016,1990-01-06,m,75000.0
194448,1985-04-25,m,63000.0
190163,1991-10-13,f,80000.0
118046,2001-01-30,m,63000.0
184623,1998-08-15,f,67000.0
78950,1967-09-28,f,52000.0
201402,1960-05-05,f,97000.0
192727,1997-12-18,m,56000.0
188506,1999-09-19,f,92000.0
187601,1952-04-20,m,77000.0
90240,1964-10-25,m,80000.0
105115,1995-08-25,m,91000.0
185765,1980-02-24,m,53000.0
36864,1984-09-14,m,67000.0
195450,1983-06-17,m,67000.0
22241,1988-04-07,f,64000.0
107845,1985-11-20,m,92000.0
193323,1968-04-16,m,65000.0
150117,1996-06-25,f,83000.0
188828,1968-04-19,f,55000.0
81931,1996-07-05,m,54000.0
193530,1996-02-20,m,65000.0
94375,1989-06-16,m,52000.0
190478,1997-04-05,m,92000.0
196992,2002-04-09,m,69000.0
139976,1978-03-30,m,57000.0
65521,1988-11-12,m,62000.0
187009,1999-06-27,f,78000.0
188627,1964-07-07,f,62000.0
45804,1971-02-28,m,90000.0
101675,1998-05-14,m,84000.0
44571,1995-02-17,m,100000.0
53456,1980-01-02,m,63000.0
182648,1997-06-29,m,88000.0
134178,1997-04-10,f,63000.0
200339,1988-04-03,f,59000.0
194605,1981-03-14,m,92000.0
189475,1972-04-20,f,79000.0
112397,1982-04-11,f,92000.0
173680,1993-02-20,m,50000.0
182870,2001-03-23,f,50000.0
83412,1967-09-06,m,62000.0
176972,1963-04-28,m,72000.0
208350,1983-11-08,m,72000.0
185446,1990-10-18,m,55000.0
88254,1995-11-22,f,58000.0
164980,1968-04-01,f,64000.0
132085,1999-12-24,m,78000.0
188286,1971-05-10,f,95000.0
14303,1958-10-19,f,77000.0
120891,1986-12-07,m,56000.0
188555,1990-11-28,m,88000.0
72074,1982-07-30,m,71000.0
7871,1989-10-10,m,62000.0
79674,1986-01-03,f,66000.0
181581,1991-03-04,m,94000.0
194542,1986-12-18,m,99000.0
201025,2001-09-30,m,60000.0
184710,1953-04-07,f,90000.0
25758,1985-04-02,m,67000.0
190337,1952-08-13,m,58000.0
194738,2000-04-27,f,59000.0
196767,1997-06-12,f,67000.0
151743,1974-03-23,m,82000.0
182160,1999-08-08,m,61000.0
194449,1978-02-11,f,82000.0
11779,1980-04-25,m,97000.0
166187,1986-02-08,f,58000.0
226475,1995-01-05,f,83000.0
85629,1974-05-05,f,56000.0
189758,1996-01-22,m,87000.0
181698,1999-07-26,m,79000.0
188566,1962-11-02,m,73000.0
191042,1993-08-20,f,76000.0
190630,1973-06-28,f,99000.0
22723,1973-10-13,m,57000.0
73875,1995-05-25,m,62000.0
87893,1984-06-10,f,66000.0
189342,2000-02-29,m,75000.0
198513,1980-02-28,f,92000.0
190260,1990-05-14,m,67000.0
118321,1984-08-13,m,52000.0
138986,1984-01-12,m,81000.0
128420,1989-03-25,f,90000.0
52708,1978-02-09,m,88000.0
158959,1990-11-15,m,64000.0
166209,2001-01-02,m,100000.0
101698,1992-09-23,m,94000.0
203772,1975-08-21,f,98000.0
228648,2003-08-14,m,79000.0
80978,1988-09-08,f,59000.0
42097,1964-09-14,f,65000.0
229272,1958-02-03,m,66000.0
104560,1996-08-01,f,91000.0
136056,1985-05-08,m,91000.0
186241,1996-11-23,f,88000.0
60458,1982-04-02,m,88000.0
119539,1969-06-01,f,73000.0
195145,1994-05-10,f,89000.0
194610,1977-09-27,f,60000.0
159565,1981-08-21,f,90000.0
191079,2000-12-25,m,100000.0
35377,1968-02-26,m,95000.0
190457,1992-12-03,m,74000.0
97372,1972-12-05,f,87000.0
167063,2001-07-08,m,80000.0
127823,1976-08-14,m,55000.0
162293,1989-10-25,f,76000.0
64913,1956-01-09,f,88000.0
113032,1999-11-24,m,63000.0
38083,1975-10-02,f,98000.0
207561,2001-05-28,m,56000.0
193039,2000-08-31,m,84000.0
182097,1958-06-10,m,95000.0
81226,1993-03-15,m,64000.0
167987,1994-09-10,f,51000.0
205954,1984-07-09,m,58000.0
181372,1990-07-28,f,86000.0
196519,1985-02-25,m,54000.0
194063,1994-09-11,f,56000.0
194869,1993-09-01,m,71000.0
186264,1997-06-11,m,85000.0
198156,1970-08-25,m,77000.0
46645,1986-10-21,m,60000.0
31098,1974-12-14,f,74000.0
204219,1984-02-11,m,99000.0
95843,1991-06-17,m,54000.0
117300,1987-12-31,m,95000.0
189472,1988-02-02,m,72000.0
227001,1997-05-02,f,60000.0
189100,1994-04-17,m,65000.0
167336,1954-04-04,m,96000.0
176040,2000-09-05,m,82000.0
193516,1971-08-19,m,66000.0
189779,1978-12-06,m,53000.0
183426,1990-05-29,m,90000.0
166081,1991-07-01,f,66000.0
216171,1993-06-05,f,88000.0
168102,1999-03-04,f,72000.0
182364,1964-08-20,m,100000.0
184649,1987-10-21,m,63000.0
194948,1992-10-22,f,51000.0
193144,1988-10-15,m,54000.0
189708,1994-01-26,f,70000.0
201480,1969-10-10,m,77000.0
47628,1991-02-02,m,71000.0
188529,1969-08-06,m,58000.0
29486,1993-09-01,m,82000.0
190841,1985-02-12,f,62000.0
122788,1974-08-23,m,55000.0
188453,1983-11-05,m,52000.0
185021,1999-07-09,m,57000.0
193955,2000-07-24,f,66000.0
23942,1982-02-22,m,54000.0
157772,1998-07-14,m,83000.0
131305,1997-11-20,f,63000.0
191574,2001-04-04,m,62000.0
195826,1999-07-27,f,71000.0
30820,1987-07-14,m,78000.0
224193,1995-06-16,f,95000.0
196983,1994-10-17,f,94000.0
199352,1991-05-23,f,58000.0
148366,1996-12-27,f,96000.0
194732,1972-05-20,m,78000.0
106509,1987-08-01,m,50000.0
39818,1989-08-30,m,66000.0
188716,1994-02-23,m,86000.0
61222,1985-08-03,m,61000.0
133423,1969-09-01,m,64000.0
160989,1987-05-13,m,87000.0
150760,1965-11-25,m,65000.0
181301,1982-10-08,f,52000.0
207475,1999-08-01,f,83000.0
185702,1965-06-03,m,77000.0
179415,2000-02-01,m,96000.0
98434,1970-04-23,f,78000.0
174408,1996-05-09,f,93000.0
21180,1992-03-24,f,54000.0
206295,1988-06-12,m,66000.0
190424,2001-05-08,m,56000.0
46480,1972-07-28,m,81000.0
81462,1965-11-11,m,92000.0
57429,1994-08-14,f,51000.0
171072,1995-06-29,f,55000.0
92383,1996-06-22,f,83000.0
82899,1969-12-25,m,68000.0
157249,1996-09-09,f,55000.0
195794,1972-03-01,m,92000.0
178872,1995-03-03,f,77000.0
195439,1994-12-12,f,58000.0
108905,1997-07-17,f,80000.0
188804,1977-03-31,m,85000.0
153929,1970-06-01,f,88000.0
110870,1953-05-28,f,78000.0
192911,1999-01-18,f,93000.0
115338,1998-08-29,m,60000.0
84448,1983-10-20,m,87000.0
187539,1997-03-08,m,96000.0
90920,1982-01-11,m,86000.0
223674,1998-11-27,m,93000.0
171641,2001-06-05,f,93000.0
179178,2001-10-17,m,72000.0
187146,2002-01-26,f,99000.0
189274,1960-10-20,m,55000.0
199241,1991-05-08,m,87000.0
196444,2001-03-06,m,87000.0
128800,1954-11-04,m,69000.0
186439,1996-11-14,m,78000.0
94267,1980-12-31,m,69000.0
185416,1999-09-13,m,89000.0
11205,1990-02-07,m,62000.0
204366,1998-08-27,m,62000.0
192061,1998-12-16,m,78000.0
187509,1996-09-16,m,52000.0
142813,1993-02-04,m,95000.0
134731,1992-05-18,m,78000.0
52430,1982-08-13,m,63000.0
133665,1968-12-02,m,50000.0
155898,1989-06-26,m,63000.0
174821,1974-12-25,m,74000.0
96930,1962-03-03,m,95000.0
173592,2000-08-31,m,91000.0
188940,1999-06-02,m,52000.0
11277,1983-08-04,m,63000.0
191975,1975-10-08,m,71000.0
227990,1982-12-25,m,65000.0
143737,1976-09-22,m,71000.0
17088,1973-09-08,m,69000.0
69329,1992-12-08,m,75000.0
182566,1977-10-10,f,71000.0
35602,1974-04-30,m,72000.0
184997,2001-01-03,m,81000.0
113467,1975-01-16,f,55000.0
136080,1979-03-05,m,67000.0
75646,1968-04-21,m,58000.0
26741,1994-02-01,m,94000.0
197858,1969-03-22,m,72000.0
136621,1983-12-09,m,70000.0
121036,1992-11-01,m,58000.0
191196,2001-07-17,m,63000.0
196774,1990-05-21,f,66000.0
176274,1965-04-27,m,67000.0
102825,1962-02-22,f,89000.0
227191,1997-10-10,f,90000.0
164529,1995-08-06,f,97000.0
20119,1993-07-12,m,51000.0
159644,1973-03-27,m,98000.0
186316,1974-05-31,f,67000.0
124091,1999-09-18,m,71000.0
153899,1996-11-16,f,71000.0
196553,2001-03-01,m,61000.0
34635,1992-12-24,f,56000.0
200447,1964-09-15,m,84000.0
200259,2003-01-22,m,66000.0
92185,1994-09-28,f,74000.0
149097,1955-09-21,f,56000.0
64813,1968-03-28,f,50000.0
189152,1999-07-25,m,78000.0
193310,1965-06-26,m,63000.0
187899,1958-10-21,m,79000.0
224855,2002-08-04,m,78000.0
189247,2001-04-02,f,77000.0
15653,1997-05-18,f,96000.0
194911,1988-05-30,f,52000.0
196760,1960-11-22,f,89000.0
195437,1975-08-07,m,68000.0
186759,1976-01-07,m,78000.0
188517,1999-07-29,m,61000.0
145162,1986-02-06,f,63000.0
192409,1994-04-03,f,60000.0
196122,1960-11-08,m,65000.0
78328,1982-03-19,f,56000.0
101471,1976-12-14,m,59000.0
179969,1953-08-06,f,56000.0
191805,1988-11-05,m,56000.0
187820,1972-05-08,m,54000.0
109891,1978-08-11,f,58000.0
187504,1974-01-12,m,95000.0
193564,1967-01-02,m,54000.0
187093,1978-03-06,f,95000.0
9208,1990-03-09,m,94000.0
158145,1972-01-10,f,77000.0
164577,1990-03-25,m,98000.0
11671,1971-12-25,m,74000.0
148067,1988-10-11,f,94000.0
188487,1992-03-10,m,83000.0
110961,1989-02-18,m,70000.0
189527,1978-09-18,m,71000.0
67312,1998-05-13,f,85000.0
163529,1994-03-04,m,51000.0
167033,2000-09-24,f,86000.0
194573,1998-10-07,m,80000.0
178562,1998-03-27,m,85000.0
191015,2002-02-09,m,80000.0
88106,1987-06-18,f,51000.0
73467,1993-01-13,m,61000.0
37693,1971-07-24,f,82000.0
173559,1981-05-05,m,77000.0
24403,1990-07-17,m,85000.0
182240,1989-07-21,f,91000.0
28051,1963-01-01,m,82000.0
174865,2000-05-12,f,51000.0
186959,1967-05-06,f,80000.0
113024,1977-11-23,f,65000.0
193712,1969-10-26,m,89000.0
96628,1993-01-23,f,93000.0
194329,1964-09-01,f,88000.0
200062,1998-08-14,m,51000.0
194342,1966-04-08,m,92000.0
90028,1986-02-01,m,78000.0
224173,1977-04-15,f,68000.0
12104,1968-06-22,m,89000.0
131401,1961-06-20,m,93000.0
177417,1989-08-02,m,60000.0
105756,1955-05-29,m,89000.0
173620,1999-08-20,f,96000.0
195189,1962-08-29,f,62000.0
22835,1983-04-14,f,59000.0
185947,1989-04-03,m,67000.0
146522,2000-05-15,m,67000.0
172672,1964-09-18,m,75000.0
57846,1991-05-05,f,63000.0
187428,2001-07-30,m,77000.0
203535,1996-03-11,m,76000.0
78677,1953-07-10,m,84000.0
164164,1994-03-02,m,65000.0
105209,1996-01-27,f,83000.0
66133,1990-02-14,m,72000.0
193363,1963-08-14,f,54000.0
176305,1982-06-15,m,89000.0
189093,1986-12-19,f,85000.0
229283,1973-01-04,f,63000.0
132666,1953-04-18,m,92000.0
185828,1998-10-22,m,69000.0
194920,1986-03-06,m,54000.0
86004,1998-10-08,f,86000.0
174494,1989-11-13,m,79000.0
195640,1973-04-02,m,77000.0
138710,1998-03-03,m,87000.0
147653,1998-06-18,f,56000.0
181479,1991-01-19,m,61000.0
190925,1982-12-13,m,76000.0
93738,1987-11-21,m,93000.0
142323,1996-05-08,m,68000.0
53739,1983-10-16,m,59000.0
191453,1960-04-26,f,61000.0
43978,1977-11-02,m,74000.0
204394,1960-02-14,f,72000.0
149527,2001-03-04,m,62000.0
176809,1986-11-14,m,93000.0
193242,1975-05-30,f,83000.0
193263,1970-05-19,m,65000.0
189568,1984-03-08,f,61000.0
187940,2001-12-03,m,82000.0
150437,1996-02-16,m,60000.0
102387,1998-07-07,m,59000.0
70194,1955-06-17,m,92000.0
188824,1988-12-30,m,72000.0
159262,1960-03-30,m,59000.0
159494,1958-06-26,f,72000.0
104152,1980-03-12,m,92000.0
182063,1999-09-11,f,89000.0
176089,1998-03-03,m,93000.0
196205,1998-05-06,f,91000.0
122029,1959-08-14,m,61000.0
84846,1979-02-16,f,65000.0
186907,2000-02-28,m,59000.0
63938,1984-08-09,f,83000.0
163648,1999-12-03,m,66000.0
89048,1991-06-26,m,69000.0
183209,1999-07-14,m,73000.0
79842,1999-05-19,f,88000.0
110089,1965-02-14,f,90000.0
195401,1994-05-07,m,67000.0
181877,1979-05-18,m,84000.0
183810,1988-09-05,m,77000.0
45549,1985-04-10,m,87000.0
200777,1990-07-02,m,53000.0
212355,1989-01-25,f,94000.0
186204,1974-05-04,m,74000.0
50007,1977-01-24,m,98000.0
87689,1986-01-16,m,82000.0
190372,1982-06-01,f,72000.0
144380,1981-02-01,f,61000.0
189113,1991-02-28,m,92000.0
190724,1984-08-31,m,88000.0
188684,1998-08-25,f,80000.0
81910,1983-08-02,m,84000.0
196694,2000-12-04,f,85000.0
191441,1994-03-29,f,89000.0
191116,1998-11-29,m,79000.0
199010,1998-03-23,m,62000.0
38642,1996-10-01,m,58000.0
200656,1997-12-26,f,96000.0
228686,1994-02-14,f,85000.0
57539,1995-03-10,f,52000.0
123496,1996-06-09,m,61000.0
227217,1986-04-13,m,85000.0
177420,2000-12-20,m,50000.0
52872,1995-11-20,m,76000.0
194649,2000-08-15,f,90000.0
178793,1996-03-18,m,92000.0
194959,1999-03-31,f,51000.0
187410,1962-02-03,m,84000.0
194390,1994-02-26,m,80000.0
184609,2001-07-07,m,77000.0
186370,1997-12-20,f,69000.0
198292,1988-03-19,m,96000.0
197705,2001-01-31,m,70000.0
22271,1970-04-13,f,87000.0
132563,2001-01-12,m,56000.0
66472,1995-12-04,m,98000.0
196355,1978-11-22,f,89000.0
175891,1987-06-26,m,63000.0
59349,1959-02-25,f,79000.0
106086,1999-11-22,m,58000.0
210682,1998-12-25,m,61000.0
16267,1995-01-01,m,60000.0
190083,1995-05-07,f,96000.0
193084,1979-11-21,m,78000.0
171558,1970-06-17,m,53000.0
175908,1993-01-15,m,67000.0
101614,1993-10-04,f,59000.0
166785,1983-04-20,f,78000.0
196445,1981-03-30,m,86000.0
109754,1970-11-10,m,77000.0
228669,2001-07-03,m,77000.0
148537,1997-03-19,f,74000.0
131355,1989-11-27,m,97000.0
187055,1966-12-06,f,76000.0
168403,2000-03-30,f,75000.0
187792,2001-11-05,m,63000.0
34171,1982-04-02,m,52000.0
88568,1996-08-28,m,79000.0
101483,1978-02-23,f,78000.0
145524,2001-01-16,f,63000.0
112147,1971-12-22,m,81000.0
85960,1997-02-26,m,50000.0
16858,1993-06-02,f,62000.0
194460,1990-11-06,m,71000.0
192180,1999-10-04,m,60000.0
191921,1987-03-31,f,72000.0
31913,1976-04-03,f,67000.0
54103,1958-11-11,m,91000.0
190259,1993-06-18,f,55000.0
34882,1980-09-01,f,96000.0
78425,1986-11-12,m,75000.0
191747,1986-07-20,f,86000.0
173165,2000-03-18,f,89000.0
195081,1960-04-01,f,54000.0
23347,1972-05-14,m,63000.0
194052,1974-03-19,f,76000.0
90742,1963-02-15,m,81000.0
15926,1991-10-02,m,78000.0
156627,1975-08-21,m,54000.0
194531,1997-09-03,m,79000.0
191379,1960-02-10,m,53000.0
96490,1968-06-06,m,52000.0
191758,1986-04-29,f,55000.0
183097,2003-02-17,m,53000.0
29319,1962-12-12,f,94000.0
168297,1998-04-07,m,87000.0
123125,1962-10-02,f,84000.0
198108,1977-01-22,m,76000.0
78269,1990-06-07,m,82000.0
190641,1985-07-16,m,87000.0
122214,1999-09-22,f,62000.0
190703,1981-05-28,m,96000.0
59981,1987-12-20,m,66000.0
194783,1968-08-18,f,99000.0
22719,1980-03-10,f,97000.0
188460,1995-07-02,m,66000.0
29079,1995-04-22,m,64000.0
48214,1989-10-04,m,74000.0
18322,1987-06-05,f,91000.0
172890,1993-08-30,f,92000.0
212749,2002-12-07,f,73000.0
188161,1992-03-28,m,60000.0
139318,1994-08-20,f,95000.0
188344,1975-06-22,m,80000.0
203968,1988-01-02,f,54000.0
131793,1980-11-05,f,52000.0
93431,1999-04-14,m,98000.0
109173,2001-01-18,f,64000.0
221881,2001-05-21,m,57000.0
177278,1973-02-25,m,71000.0
199357,2000-04-06,f,52000.0
196693,1977-08-12,f,76000.0
148540,1969-06-13,f,82000.0
60002,1994-02-25,m,72000.0
161654,1995-04-03,f,61000.0
204265,1982-10-03,f,99000.0
183228,1996-06-20,f,79000.0
99730,1995-11-07,m,83000.0
212971,1999-08-31,m,99000.0
192841,1984-02-06,m,71000.0
195593,1961-07-30,m,54000.0
169693,1993-12-18,m,52000.0
164855,1966-02-28,f,58000.0
184980,1999-05-27,f,59000.0
123833,1997-11-20,m,68000.0
132639,1967-11-05,f,96000.0
204284,1989-11-19,m,67000.0
137782,1983-10-29,m,62000.0
121380,1983-09-22,m,53000.0
191337,2000-08-13,m,71000.0
186975,1988-01-18,m,60000.0
127496,1992-07-10,m,91000.0
142635,1986-05-31,m,53000.0
204313,2000-09-21,m,83000.0
188347,1962-08-24,f,90000.0
56951,1990-01-01,m,66000.0
220697,1961-05-20,m,58000.0
199640,1996-12-25,m,90000.0
56301,1989-06-28,m,72000.0
171044,1998-05-28,m,97000.0
98057,1977-02-11,m,56000.0
186120,1974-12-04,f,96000.0
152522,1983-05-02,m,90000.0
192635,1996-08-02,m,88000.0
191410,1987-06-16,m,66000.0
8735,1974-06-29,m,88000.0
185008,1970-05-08,f,53000.0
141801,1980-11-24,m,93000.0
143068,1988-04-07,f,74000.0
113298,1978-02-17,m,51000.0
115937,1984-06-20,m,95000.0
188407,2001-01-31,f,93000.0
190833,1986-10-07,m,83000.0
72089,1985-07-25,m,72000.0
164167,1997-08-21,m,85000.0
154813,1966-10-17,f,94000.0
125721,1979-05-06,f,73000.0
15866,1984-07-22,m,94000.0
195299,1956-11-13,f,63000.0
13469,1960-02-01,m,79000.0
80618,1983-10-22,m,93000.0
27215,1981-04-29,m,60000.0
194199,1970-01-08,m,51000.0
190785,1995-01-23,f,69000.0
194849,1975-04-12,f,95000.0
196567,1956-01-10,f,87000.0
173107,1969-10-06,f,73000.0
106677,1989-09-12,m,85000.0
190346,1982-06-12,f,89000.0
151596,1981-09-28,f,61000.0
141739,1970-04-06,m,60000.0
197449,1991-10-09,m,87000.0
193635,1959-01-25,m,94000.0
152078,1978-01-27,f,53000.0
194310,1978-04-17,f,78000.0
197169,1999-10-26,m,80000.0
118728,1999-09-05,m,56000.0
186582,1984-09-21,f,97000.0
17985,1968-08-13,m,88000.0
164200,1982-09-27,f,72000.0
172066,1998-09-25,m,54000.0
171642,1972-12-18,m,76000.0
198558,1959-10-14,m,81000.0
187607,1999-03-15,f,100000.0
155635,1975-01-24,f,82000.0
29091,1989-03-20,f,92000.0
188682,1999-09-01,f,83000.0
72864,1968-05-29,f,96000.0
139888,1997-09-02,m,84000.0
62728,1998-10-06,m,86000.0
174685,1958-02-01,m,78000.0
180306,1989-05-03,f,64000.0
192461,1970-09-19,f,63000.0
190373,1952-08-06,f,69000.0
188221,1992-06-06,m,66000.0
91282,1977-07-22,f,63000.0
165019,1988-02-27,m,86000.0
27943,1980-01-11,m,97000.0
134696,1995-09-23,m,85000.0
57485,1979-01-19,f,69000.0
186361,1978-11-20,f,96000.0
157019,2000-08-22,m,70000.0
199072,1972-05-17,m,83000.0
101598,1994-02-17,m,52000.0
69798,1984-10-20,m,56000.0
187574,1999-10-15,f,62000.0
203835,1994-02-14,m,98000.0
185551,1962-05-28,f,64000.0
81806,1998-08-19,f,92000.0
167128,1995-02-20,m,88000.0
157762,1989-08-05,m,96000.0
126705,1997-07-27,m,61000.0
36374,1986-03-27,m,84000.0
175959,1972-05-30,m,94000.0
150356,1970-07-16,f,100000.0
198342,1958-06-04,f,81000.0
192820,1975-05-08,m,63000.0
46947,1997-09-19,m,90000.0
112529,1972-04-04,m,66000.0
194591,1955-04-27,f,70000.0
188612,1975-11-18,m,78000.0
167576,1998-02-28,m,63000.0
188182,1971-06-05,f,78000.0
157008,2000-04-14,m,84000.0
196306,1986-02-27,f,55000.0
190102,1979-01-09,f,73000.0
15402,1976-03-21,m,82000.0
61012,1979-06-26,f,55000.0
188738,1975-12-18,m,58000.0
183362,1962-04-25,f,86000.0
186750,1959-03-27,m,77000.0
186586,1991-06-29,m,98000.0
160714,1984-02-12,f,92000.0
51075,1999-07-11,m,53000.0
198720,1996-01-21,m,67000.0
188033,2001-03-28,m,64000.0
197014,1953-07-01,m,55000.0
190191,2002-03-14,f,99000.0
188862,1979-10-10,m,82000.0
153564,1977-04-19,m,56000.0
156797,2001-11-10,m,93000.0
196651,1962-06-03,f,98000.0
193768,1976-08-12,m,85000.0
133752,1998-02-12,m,81000.0
189646,1989-12-23,f,79000.0
193727,1995-09-30,m,83000.0
198003,1981-10-07,f,82000.0
155614,1967-07-22,m,97000.0
36537,1977-04-01,m,67000.0
51012,1993-08-22,f,71000.0
190097,1994-11-26,m,84000.0
186510,1955-10-12,f,54000.0
189970,1984-10-01,m,76000.0
195488,1996-04-27,f,80000.0
173124,1981-04-06,f,89000.0
7376,1980-09-20,m,63000.0
49342,1991-11-18,m,68000.0
98000,1977-01-14,m,77000.0
172823,1967-03-10,m,97000.0
135001,1985-08-27,m,96000.0
190775,1984-06-19,m,58000.0
89209,1967-11-14,m,66000.0
92872,1970-12-05,f,86000.0
192258,2001-12-02,m,77000.0
192471,1971-09-16,f,75000.0
189179,1977-05-05,m,79000.0
217285,2000-10-17,m,53000.0
189904,2001-09-23,f,51000.0
103918,1983-08-30,m,84000.0
177545,2001-09-20,f,64000.0
187541,1991-03-23,f,72000.0
99787,1996-01-09,m,100000.0
109834,1962-03-30,m,73000.0
158314,1996-03-18,m,100000.0
177401,1990-08-26,m,99000.0
128180,1991-12-17,m,98000.0
195514,1974-12-08,m,76000.0
92955,1991-10-21,m,69000.0
159323,1962-12-02,f,78000.0
164408,1983-05-09,f,61000.0
178356,2000-07-30,f,75000.0
62683,1963-11-10,m,84000.0
10489,1959-06-12,m,75000.0
186444,2001-06-09,m,51000.0
191514,1996-03-27,m,51000.0
43277,1986-06-27,m,92000.0
192645,2001-11-12,f,61000.0
101620,1993-03-31,f,86000.0
190800,1998-08-21,m,64000.0
97985,1996-02-14,m,86000.0
38774,1994-02-18,m,94000.0
188105,1966-06-08,m,54000.0
184192,1998-09-24,f,59000.0
51790,1988-11-06,m,65000.0
193347,1979-11-29,m,62000.0
36912,1991-10-17,m,63000.0
188150,2001-10-20,f,64000.0
195026,1993-06-13,m,99000.0
190888,1993-12-30,f,73000.0
188424,1960-02-15,f,56000.0
184904,1991-03-20,f,76000.0
64534,1963-12-20,m,94000.0
57116,1975-03-06,f,60000.0
197218,1997-07-13,m,80000.0
177036,2000-08-08,m,70000.0
175782,1971-07-26,f,80000.0
167886,2000-02-22,m,78000.0
139216,1974-08-06,m,79000.0
176141,1956-03-17,m,94000.0
190245,1996-08-16,f,66000.0
195953,1983-06-27,m,86000.0
189960,1994-10-02,m,86000.0
136834,1999-08-05,f,94000.0
101326,1994-06-09,m,99000.0
182861,1998-12-24,f,88000.0
183296,1997-06-06,f,69000.0
180916,1981-06-09,m,56000.0
50260,1957-07-27,f,86000.0
192071,1976-06-22,f,89000.0
187341,1999-11-12,m,56000.0
101211,1997-11-18,f,84000.0
186267,1978-10-10,f,82000.0
134958,1964-03-20,m,74000.0
75305,1974-02-21,m,84000.0
177550,2000-12-27,m,56000.0
166169,1996-03-20,m,88000.0
194018,2002-04-11,m,77000.0
198486,1999-08-03,f,54000.0
194384,1993-01-21,f,97000.0
187538,1979-02-25,m,78000.0
149361,1994-07-26,m,74000.0
140841,1993-07-26,m,98000.0
219835,2001-05-13,f,62000.0
182114,1989-03-26,m,88000.0
110056,1965-10-29,m,63000.0
98626,1983-03-15,m,70000.0
179695,1994-11-21,m,54000.0
188800,1999-10-16,f,85000.0
46912,1987-04-21,f,83000.0
61451,1984-03-06,m,78000.0
153091,1990-03-31,m,94000.0
186369,1976-08-26,m,85000.0
44580,1983-05-08,f,57000.0
90903,1973-02-10,m,74000.0
194580,1995-08-01,m,63000.0
189054,1984-02-01,f,67000.0
34299,1984-07-09,f,81000.0
13006,1968-10-16,m,78000.0
